product_id,total_sum,category,cumulative_revenue,cumulative_revenue_percentage,cumulative_products_percentage
af0a99476d96dcc1a1baa7c0d9ff6b9d,11840.300506591797,HEALTH BEAUTY,1551894.2294387817,11.418002586709592,0.22154107614336438
24c66f106f642621e524291a895c9032,11823.499603271484,HEALTH BEAUTY,1563717.7290420532,11.5049935339618,0.22457588540560225
36f60d45225e60c7da4558b070ce4b60,11240.960037231445,computer accessories,1574958.6890792847,11.58769846858136,0.22761069466784015
ddceb6eef6af67e9fbbd4c148dbe5fd9,11044.73014831543,Cool Stuff,1586003.4192276,11.668959649279596,0.230645503930078
2ffdf10e724b958c0f7ea69e97d32f64,10916.599914550781,Watches present,1596920.0191421509,11.749278116671212,0.23368031319231589
42a2c92a0979a949ca4ea89ec5c7b934,10870.100273132324,housewares,1607790.1194152832,11.8292544647251,0.23671512245455373
afeeea6271148ee1bb15173b8187c431,10854.119903564453,telephony,1618644.2393188477,11.909113237819561,0.2397499317167916
4fe644d766c7566dbc46fb851363cb3b,10803.719932556152,Art,1629447.9592514038,11.98860119505014,0.24278474097902944
f22c9d6ce2431ff939aad39e026cc7ef,10799.100219726562,automotive,1640247.0594711304,12.068055162919823,0.24581955024126734
08574b074924071f4e201e151b152b4e,10759.300010681152,Garden tools,1651006.3594818115,12.147216302269873,0.24885435950350523
cc971e0365873137b8bef2ebad633e6f,10709.540252685547,Cool Stuff,1661715.899734497,12.226011336098857,0.2518891687657431
9c5cec867c62c0ec4674b002eb1c3e0c,10540.0,home appliances,1672255.899734497,12.303558983986845,0.25492397802798095
19936fa4f614ee0590d3b77ac83fd648,10460.0,fixed telephony,1682715.899734497,12.380518034926915,0.2579587872902188
4c2394abfbac7ff59ec7a420918562fa,10453.769737243652,HEALTH BEAUTY,1693169.6694717407,12.457431246946449,0.2609935965524567
3225c54bb2785c33f49f50398fcdb88c,10330.769897460938,Watches present,1703500.4393692017,12.533439492337353,0.26402840581469456
84f456958365164420cfc80fbe4c7fab,10304.960037231445,bed table bath,1713805.399406433,12.609257842666292,0.2670632150769324
f27aff266ad97e75d4a24c893b2c311e,10075.0,ELECTRICES 2,1723880.399406433,12.683384270794514,0.2700980243391703
53ea9da485f6aed8a6f03a85831fe021,10028.710006713867,Watches present,1733909.109413147,12.757170122063147,0.27313283360140816
fe6a9515d655fa7936b8a7c841039f34,10015.999755859375,Cool Stuff,1743925.1091690063,12.830862458146028,0.27616764286364603
cac9e5692471a0700418aa3400b9b2b1,10006.849937438965,babies,1753931.9591064453,12.904487474788956,0.2792024521258839
8a12c0e223d9dbd49ccfcd2ad25d1b30,9990.0,Construction Tools Construction,1763921.9591064453,12.977988518660016,0.2822372613881218
2a2d22ae30e026f1893083c8405ca522,9950.499603271484,bed table bath,1773872.4587097168,13.051198939869133,0.2852720706503596
eed5cbd74fac3bd79b7c7ec95fa7507d,9945.0,Unknown,1783817.4587097168,13.124368897956993,0.2883068799125975
3fbc0ef745950c7932d5f2a446189725,9862.499740600586,HEALTH BEAUTY,1793679.9584503174,13.19693186353379,0.2913416891748354
d696750e550fd0f733979dd7e5dff921,9857.860305786133,housewares,1803537.8187561035,13.269460694645943,0.29437649843707325
a50acd33ba7a8da8e9db65094fa990a4,9853.200256347656,automotive,1813391.0190124512,13.341955239622136,0.2974113076993111
933f4f76eae38d2a97ecfb7c6355f0bc,9669.050170898438,HEALTH BEAUTY,1823060.0691833496,13.413094907370155,0.30044611696154894
e9a69340883a438c3f91739d14d3a56d,9666.409866333008,housewares,1832726.4790496826,13.484215149178064,0.30348092622378686
78efe838c04bbc568be034082200ac20,9646.200134277344,Furniture Decoration,1842372.67918396,13.555186698653396,0.3065157354860247
29427de7f8a9ee983d9dbc51cec569b4,9627.649803161621,Cool Stuff,1852000.3289871216,13.62602176477526,0.3095505447482626
b4436da747c3a53ab07ac0e71de17dcd,9594.0,sport leisure,1861594.3289871216,13.696609253754136,0.31258535401050047
25f86162fee18735fffdb762dcb10d7c,9523.799621582031,bed table bath,1871118.1286087036,13.76668024612702,0.3156201632727383
4df83a41105e00e0845b9d12b5fe601c,9463.100219726562,Watches present,1880581.2288284302,13.836304644966498,0.3186549725349762
9bfc55df037ce3ac01bfd84781adf7e5,9441.93994140625,audio,1890023.1687698364,13.90577335786552,0.321689781797214
db5efde3ad0cc579b130d71c4b2db522,9425.77993774414,audio,1899448.9487075806,13.975123174154119,0.32472459105945195
2a5806f10d0f00e5ad032dd2e3c8806e,9421.450302124023,Furniture office,1908870.3990097046,14.044441135313827,0.32775940032168976
34f99d82cfc355d08d8db780d14aa002,9399.969970703125,PCs,1918270.3689804077,14.113601055754598,0.33079420958392763
cce3ce6484896041ae3dafdd4308a39c,9354.909912109375,Games consoles,1927625.278892517,14.182429448533357,0.3338290188461655
3db0b74faf0d26a6b252528659d6b849,9199.7998046875,Cool Stuff,1936825.0786972046,14.25011662461437,0.3368638281084034
5411e9269501a870cabf632f05655131,9153.0,stationary store,1945978.0786972046,14.317459472917857,0.3398986373706413
fe59a1e006df3ac42bf0ceb876d70969,9144.099975585938,computer accessories,1955122.1786727905,14.384736839631262,0.3429334466328791
11250b0d4b709fee92441c5f34122aed,9111.0,Agro Industria e Comercio,1964233.1786727905,14.451770674537096,0.345968255895117
f7740e5b4337a3cc4a8a204553101a85,9094.800354003906,HEALTH BEAUTY,1973327.9790267944,14.518685321165542,0.34900306515735485
0bbdc963004d9b2fd3427ee3c5ae3608,9070.0,sport leisure,1982397.9790267944,14.585417500135566,0.3520378744195927
e59dd207c69d86e890febadc796d1078,9043.369979858398,Cool Stuff,1991441.3490066528,14.651953749748362,0.3550726836818306
e44f675b60b3a3a2453ec36421e06f0f,8949.100036621094,sport leisure,2000390.449043274,14.717796411850284,0.35810749294406846
c1ad8ac66c91ad301cefc322ba2adf31,8813.880004882812,Watches present,2009204.3290481567,14.782644197727478,0.36114230220630633
c6ea63369936552872ae890c82175b4b,8801.750015258789,bed table bath,2018006.0790634155,14.847402737668785,0.3641771114685442
9453bde60c4ee52155c963641736cfc5,8691.429931640625,HEALTH BEAUTY,2026697.5089950562,14.9113496018037,0.36721192073078207
69d3ff4f45d52d69e4b06760e0e154e2,8659.719970703125,musical instruments,2035357.2289657593,14.975063161110786,0.37024672999301994
fbce4c4cb307679d89a3bf3d3bb353b9,8520.0,bed table bath,2043877.2289657593,15.037748736063882,0.3732815392552578
fc1d8637c0268af3db482c14b7ef8e75,8504.29965209961,bed table bath,2052381.528617859,15.10031879630629,0.3763163485174957
fe9dfbe7f974621789683b7b78be2a16,8473.290100097656,HEALTH BEAUTY,2060854.8187179565,15.162660704952888,0.37935115777973355
8aa6223e400af9c97b07c75993142721,8435.559753417969,babies,2069290.3784713745,15.224725014013242,0.3823859670419714
27535386be7362e36d9e78c2afb8c0e5,8399.300170898438,HEALTH BEAUTY,2077689.678642273,15.28652254457855,0.3854207763042093
b114bf337c0626166abe574eee9e3f32,8348.000106811523,Furniture office,2086037.6787490845,15.347942636879491,0.38845558556644716
8317b177579dd27ff068b83205e2169b,8314.159912109375,Cool Stuff,2094351.8386611938,15.409113751238948,0.39149039482868503
aed75ad669fbebd5a385ac7cc2ae7573,8250.0,HEALTH BEAUTY,2102601.838661194,15.469812811492828,0.3945252040909229
629e019a6f298a83aeecc7877964f935,8247.600112915039,automotive,2110849.438774109,15.530494214669039,0.39756001335316077
657247f6f60543b93e3cc708a8e6329c,8237.680114746094,Bags Accessories,2119087.118888855,15.591102631837181,0.4005948226153986
928e52a9ad53a294fdcc91bcf59d1751,8150.0,housewares,2127237.118888855,15.651065945906165,0.40362963187763645
7c55ea4aea1acf1ce11440010f5aa298,8127.0,housewares,2135364.118888855,15.710860038352624,0.4066644411398744
78819ab10b4a44927c832a21c06849e0,8123.7802734375,computer accessories,2143487.8991622925,15.770630441783737,0.40969925040211225
2948658cb6abc82847412be7201bfc4c,8100.0,HEALTH BEAUTY,2151587.8991622925,15.830225882760274,0.4127340596643501
4413a608a42bd21bbf9d5abbd58c249a,8089.490280151367,Cool Stuff,2159677.389442444,15.889743998873982,0.41576886892658793
952670bc019a73f0933157ec82ff6e4f,8087.830032348633,bed table bath,2167765.2194747925,15.94924989977782,0.4188036781888258
8b5227e28272123eefd613a10ffd7704,8069.0,Watches present,2175834.2194747925,16.00861725943704,0.4218384874510637
423a6644f0aa529e8828ff1f91003690,8043.0,Agro Industria e Comercio,2183877.2194747925,16.067793325088186,0.4248732967133016
38c56c5c5b16958d95bf8254498ad555,8040.0,Watches present,2191917.2194747925,16.12694731835379,0.42790810597553947
5183344b5357029cfd88c7f511ed876d,7996.0,musical instruments,2199913.2194747925,16.185777583298034,0.4309429152377773
f39a8b27ce90ac582103bf36f09690dd,7986.0,Games consoles,2207899.2194747925,16.24453427362379,0.43397772450001515
df0c26d7ddb998e2517658a55e46e48a,7943.0,ELECTRICES 2,2215842.2194747925,16.302974593090042,0.4370125337622531
617186c3d97ea56c9c683a8a3974e8c1,7924.0497970581055,perfumery,2223766.2692718506,16.361275487161116,0.44004734302449094
1f411e9a31196b71ed8438c8254b858e,7879.919921875,PCs,2231646.1891937256,16.419251697359137,0.44308215228672876
3ecf69ee1fe21cfd40b30cbea549e563,7868.0,electrostile,2239514.1891937256,16.477140207186714,0.44611696154896663
679d1a26cc192f14e7e30ae397f8b089,7825.93017578125,HEALTH BEAUTY,2247340.119369507,16.53471918988761,0.4491517708112045
b5e13c9a353102f79c6206ff5cb61a50,7810.9001388549805,toys,2255151.019508362,16.592187589665237,0.4521865800734424
437c05a395e9e47f9762e677a7068ce7,7757.910121917725,HEALTH BEAUTY,2262908.9296302795,16.64926611741487,0.4552213893356803
dd113cb02b2af9c8e5787e8f1f0722f6,7749.0,sport leisure,2270657.9296302795,16.706279089282425,0.4582561985979181
3f14d740544f37ece8a9e7bc8349797e,7731.030014038086,computer accessories,2278388.9596443176,16.763159847663836,0.461291007860156
09481a6dfe9eb590dc8b265b54dc4c97,7697.400146484375,computer accessories,2286086.359790802,16.81979317557774,0.46432581712239385
2028bf1b01cafb2d2b1901fca4083222,7675.620231628418,perfumery,2293761.9800224304,16.876266258599014,0.46736062638463177
7614c62b86a81021243e438cfde78ccc,7539.509948730469,HEALTH BEAUTY,2301301.489971161,16.931737915406618,0.47039543564686964
f8b624d4e475bb8d1bddf1b65c6a64f6,7518.0,housewares,2308819.489971161,16.98705131358706,0.47343024490910746
0abc19e41fdc9d6894b8cae651619253,7374.60009765625,electronics,2316194.090068817,17.041309652456867,0.4764650541713453
b0961721fd839e9982420e807758a2a6,7333.7001876831055,Garden tools,2323527.7902565002,17.095267071799423,0.4794998634335832
d04e48982547095af81c231c3d581cb6,7201.499969482422,Watches present,2330729.2902259827,17.148251833080142,0.4825346726958211
2d4500a3d35334916c955b3c365dbefe,7194.0,electrostile,2337923.2902259827,17.201181413621526,0.4855694819580589
7fb04722aba7a2b632bac8f9819796f3,7185.100028991699,HEALTH BEAUTY,2345108.3902549744,17.254045512965757,0.4886042912202968
b1d207586fca400a2370d50a9ba1da98,7152.0,Unknown,2352260.3902549744,17.306666080109487,0.4916391004825347
93c902b021a9e594f658ab1b0351602a,7112.900108337402,electronics,2359373.290363312,17.35899897129201,0.49467390974477254
61937887eb6ee0b405a5759756426486,7110.5001220703125,HEALTH BEAUTY,2366483.790485382,17.411314204667132,0.49770871900701047
a9516a079e37a9c9c36b9b78b10169e8,7042.409873962402,Furniture office,2373526.2003593445,17.463128466639517,0.5007435282692483
a3cd9517ebf5a50dca25acce54f3b171,7014.240234375,housewares,2380540.4405937195,17.514735471563338,0.5037783375314862
5328338cfaa16ba10561cd970c73ca11,7004.0,Cool Stuff,2387544.4405937195,17.56626713435342,0.506813146793724
43944a8f8f0b7ae86b6c3d3c2f257375,6990.0,home appliances,2394534.4405937195,17.617695792677615,0.5098479560559619
41cd333a4af5e36df81fc0b83ccf8e2d,6975.899993896484,babies,2401510.340587616,17.66902071074484,0.5128827653181998
dbb67791e405873b259e4656bf971246,6975.369934082031,computer accessories,2408485.710521698,17.720341728917195,0.5159175745804376
363218ba55c610b750224f90bdd34be1,6923.329856872559,bed table bath,2415409.0403785706,17.771279864206864,0.5189523838426755
8b52d90d2e8716dad633486c6cc94ecf,6923.0,telephony,2422332.0403785706,17.822215572587183,0.5219871931049134
ada6a9116c85d8e56232e0a4265d7db9,6921.0,ELECTRICES 2,2429253.0403785706,17.8731365660438,0.5250220023671512
4178e16324fd0c9a8e18463caf390cc6,6918.0,Cool Stuff,2436171.0403785706,17.924035487114875,0.5280568116293891
672e757f331900b9deea127a2a7b79fd,6885.0,Agro Industria e Comercio,2443056.0403785706,17.97469161194493,0.531091620891627
fbc1488c1a1e72ba175f53ab29a248e8,6872.490058898926,perfumery,2449928.5304374695,18.025255695360602,0.5341264301538649
d017a2151d543a9885604dc62a3d9dcc,6860.0,Fashion Bags and Accessories,2456788.5304374695,18.075727883644436,0.5371612394161027
41c24b8ce92d1a2cac62db5edfd088b2,6859.8100509643555,Watches present,2463648.340488434,18.12619867438549,0.5401960486783406
64fb265487de2238627ce43fe8a67efc,6846.090103149414,bed table bath,2470494.4305915833,18.176568521133916,0.5432308579405785
aba86c093ccdbac75b09111d57e50004,6819.199981689453,Furniture office,2477313.6305732727,18.226740524839595,0.5462656672028163
223d34a3d9334039f5ff9511dc044bbb,6792.4998779296875,telephony,2484106.1304512024,18.276716083550497,0.5493004764650542
8f211599d0cde9d8551a6984d758e1f4,6787.5,housewares,2490893.6304512024,18.32665485585028,0.5523352857272921
fb55982be901439613a95940feefd9ee,6786.0,stationary store,2497679.6304512024,18.376582591957288,0.5553700949895298
7b35be468d9795a7529f65c50ec87668,6735.25,Watches present,2504414.8804512024,18.426136936875466,0.5584049042517678
489ae2aa008f021502940f251d4cce7f,6735.0,housewares,2511149.8804512024,18.475689442428177,0.5614397135140057
69c590f7ffc7bf8db97190b6cb6ed62e,6729.0,PCs,2517878.8804512024,18.525197803209796,0.5644745227762435
4d0322b5ddf89ce6a3564aca2e261a3a,6727.0,Garden tools,2524605.8804512024,18.57469144906772,0.5675093320384814
11fd9d7ba552e1d28872e008acf1e050,6700.199737548828,Cool Stuff,2531306.080188751,18.623987913017114,0.5705441413007192
9545d45c37449ccbc376de3a04c66e71,6698.699935913086,HEALTH BEAUTY,2538004.7801246643,18.673273342233195,0.5735789505629572
f71973c922ccaab05514a36a8bc741b8,6687.590049743652,Bags Accessories,2544692.370174408,18.722477030885635,0.576613759825195
f35927953ed82e19d06ad3aac2f06353,6654.9899978637695,General Interest Books,2551347.3601722717,18.771440865900097,0.5796485690874329
69455f41626a745aea9ee9164cb9eafd,6652.47998046875,Watches present,2557999.8401527405,18.820386233557336,0.5826833783496708
e9c1abcc7126360336d8f56d49041a8c,6631.0,HEALTH BEAUTY,2564630.8401527405,18.86917356307776,0.5857181876119085
5d6bea33648f018dbb563f3a2fab09f3,6609.800003051758,Furniture Decoration,2571240.6401557922,18.917804914429436,0.5887529968741465
777d2e438a1b645f3aec9bd57e92672c,6567.800140380859,bed table bath,2577808.440296173,18.966127253393847,0.5917878061363844
cb26d15d1b6eabaac7c0803774245884,6567.0,sport leisure,2584375.440296173,19.014443705355937,0.5948226153986222
d2e131d6f19ae0d665fc1a6c420b4f4c,6543.929931640625,Watches present,2590919.3702278137,19.06259042017022,0.59785742466086
b192be433004cc1f10b467c0e9ea309b,6542.899871826172,computer accessories,2597462.27009964,19.110729556358713,0.6008922339230979
628f5ed6c14790dcb9233c8dbf596175,6526.550262451172,HEALTH BEAUTY,2603988.820362091,19.158748400919986,0.6039270431853359
79c0ace2ccf0da036e787875a49151a4,6512.0,Furniture Kitchen Service Area Dinner and Garden,2610500.820362091,19.206660192480385,0.6069618524475737
3354a4e684f5e7199f9407db70ccd92b,6509.279846191406,Cool Stuff,2617010.1002082825,19.25455197061291,0.6099966617098116
1bdf5e6731585cf01aa8169c7028d6ad,6499.0,Art,2623509.1002082825,19.30236811516927,0.6130314709720494
89f59eee27a6a49b9f0d887136c71cd4,6498.2501220703125,HEALTH BEAUTY,2630007.350330353,19.350178742527373,0.6160662802342872
fe01b643060a6446e59f58e3021e66b3,6458.599914550781,perfumery,2636465.9502449036,19.397697644996345,0.6191010894965252
781afe929e3016a667f5f439afd55fce,6416.700012207031,sport leisure,2642882.6502571106,19.444908270532345,0.6221358987587631
b3bcd6f54c943fecf8f51e0b988e5cc9,6390.2501220703125,HEALTH BEAUTY,2649272.900379181,19.49192429201076,0.6251707080210009
7612afaa8218e79b3011243ed9edea9c,6379.5999755859375,sport leisure,2655652.500354767,19.53886195544273,0.6282055172832387
15859e3a8aaa3c192c10a91d8722abd5,6358.179901123047,HEALTH BEAUTY,2662010.68025589,19.58564202149404,0.6312403265454766
98d61056e0568ba048e5d78038790e77,6354.4000244140625,automotive,2668365.080280304,19.632394277246664,0.6342751358077146
6a162a899a815ed15db1689e8efc976c,6349.000244140625,Cool Stuff,2674714.0805244446,19.679106804321936,0.6373099450699524
23ed7a10a36c6f88a757a9c83df9ea20,6348.599914550781,perfumery,2681062.6804389954,19.725816385987525,0.6403447543321902
154e7e31ebfa092203795c972e5804a6,6325.189935684204,HEALTH BEAUTY,2687387.8703746796,19.772353729626715,0.643379563594428
349ce46a0e2e20054aa9d80c48af8816,6319.750137329102,Construction Tools Illumination,2693707.6205120087,19.818851050157043,0.6464143728566659
bd9fca6bf4bdcbf4094d7bc11415dfe5,6295.0,electrostile,2700002.6205120087,19.865166272496218,0.6494491821189039
bc2d6310e5cbd60facb2f9c8d9471597,6290.0,Cool Stuff,2706292.6205120087,19.911444707526147,0.6524839913811418
11bbef4e2a44601d9dd471aa1fb433e6,6279.809814453125,HEALTH BEAUTY,2712572.430326462,19.95764816865468,0.6555188006433795
30ac6df06dc59ad72cf2f158fc2d904c,6262.0,housewares,2718834.430326462,20.003720594752835,0.6585536099056174
dc9471db933efad7bf0ce685380578bd,6242.810028076172,computer accessories,2725077.240354538,20.04965183136468,0.6615884191678553
0bcc3eeca39e1064258aa1e932269894,6220.9001388549805,Garden tools,2731298.140493393,20.095421866802468,0.6646232284300932
b9ac7314894a193a11fd3150f8c69307,6166.1502685546875,HEALTH BEAUTY,2737464.2907619476,20.140789082158285,0.667658037692331
b532349fe46b38fbc7bb3914c1bdae07,6162.110134124756,Furniture Decoration,2743626.4008960724,20.186126572379166,0.6706928469545689
f96ff9b997681965689f78bef092fdd9,6162.0,HEALTH BEAUTY,2749788.4008960724,20.23146325229243,0.6737276562168067
d6fe3b4ddecd4a8393c6a1385de3bfb6,6160.170059204102,Furniture office,2755948.5709552765,20.2767864684861,0.6767624654790446
83b00325c13c44245b2c3a2befa62a0e,6159.620208740234,babies,2762108.1911640167,20.32210563917596,0.6797972747412826
e3dd336775af78a83fc27ed85f0f15da,6153.449920654297,HEALTH BEAUTY,2768261.641084671,20.367379412206628,0.6828320840035204
